Word,Conc
发行,2.478261
飞行,2.043478
浮躁,3.521739
父子,1.347826
公司,1.391304
恭维,3.217391
构成,3.045455
谷仓,1.409091
关键,3.318182
过期,2.130435
害羞,3.0
好汉,2.826087
合一,3.35
后院,1.565217
互相,3.434783
花店,1.347826
画作,1.695652
汇率,1.909091
婚纱,1.347826
火药,1.26087
获利,2.73913
悸动,3.809524
间隔,3.0
见面,1.913043
键盘,1.130435
僵尸,2.619048
讲究,3.608696
教训,3.086957
洁净,3.0
金鱼,1.130435
尽头,3.454545
警惕,3.130435
敬语,3.136364
炯炯,3.947368
久等,3.304348
就是,3.181818
就坐,2.545455
看透,3.695652
孔子,1.478261
矿石,1.347826
拉车,2.173913
连任,2.478261
脸颊,1.391304
茅屋,1.608696
密林,2.173913
名媛,2.478261
募捐,2.26087
奈何,3.863636
内伤,3.391304
牛市,2.73913
捧场,3.043478
骗子,2.391304
奇怪,3.608696
脐带,1.391304
崎岖,3.0
切除,2.26087
缺课,2.217391
柔弱,3.521739
烧伤,2.086957
射程,2.173913
申诉,2.363636
失控,3.26087
受聘,2.173913
汤圆,1.173913
桃花,1.130435
题名,2.347826
替代,2.695652
痛风,2.217391
投稿,2.043478
突发,3.521739
突兀,3.869565
外遇,2.727273
妄言,3.826087
无私,3.521739
咸鱼,1.652174
现代,2.608696
香蕉,1.130435
橡皮,1.26087
效果,3.181818
胁持,3.0
玄机,4.136364
玄学,4.363636
雪白,2.434783
佯装,3.227273
翼龙,2.5
阴谋,3.304348
应承,3.318182
映射,3.318182
雨水,1.434783
御医,2.0
允许,2.695652
杂草,1.391304
增加,2.608696
占地,2.478261
遮蔽,2.869565
震惊,3.304348
征询,2.913043
支援,3.086957
逐步,3.272727
捉住,1.913043
阻止,2.521739
坐椅,1.391304
办事,2.782609
包裹,1.73913
被动,3.521739
冰雕,1.434783
常任,3.0
呈报,2.956522
抽风,3.181818
触觉,2.869565
大家,2.608696
大楼,1.347826
订婚,1.565217
兜风,2.695652
兜售,2.521739
渡轮,1.782609
额外,3.0
凡人,2.913043
返工,2.608696
父母,1.26087
恭喜,2.782609
拐带,3.0
跪拜,2.304348
国货,2.0
号令,3.217391
灰心,3.347826
彗星,1.521739
及早,3.565217
佳境,3.434783
架子,2.217391
肩膀,1.26087
交往,2.73913
角力,3.47619
节日,2.0
洁白,2.782609
解说,2.73913
戒严,2.826087
近期,3.434783
经文,2.272727
救援,2.434783
咀嚼,1.869565
卷发,1.434783
开销,2.565217
刊物,1.869565
馈赠,2.565217
老师,1.347826
乐章,2.217391
联军,2.608696
脸型,2.217391
良方,2.73913
邻居,1.73913
凛冽,3.73913
流失,3.304348
律动,3.590909
蒙受,3.454545
面世,3.347826
秒表,1.26087
墨鱼,1.26087
某种,3.913043
念经,2.454545
期限,2.5
气馁,3.434783
轻巧,3.347826
清澈,2.608696
请客,2.043478
球赛,1.73913
全貌,2.521739
却步,3.761905
日落,1.73913
日元,1.434783
入境,2.73913
锐气,3.73913
瑟缩,3.608696
沙丘,1.608696
射手,2.086957
呻吟,2.956522
升级,2.826087
蚀本,3.055556
氏族,2.434783
侍应,3.434783
疏散,2.608696
熟练,2.956522
丝巾,1.304348
私人,2.590909
泰国,1.086957
淘气,3.0
调教,3.409091
调戏,3.26087
通称,3.26087
同盟,2.521739
同情,3.217391
土地,1.434783
推理,3.043478
吞噬,3.26087
微妙,3.73913
文字,1.826087
消除,2.869565
携带,2.478261
心情,3.26087
学校,1.26087
巡查,2.869565
殉情,3.217391
盐湖,2.0
眼科,1.73913
揶揄,3.52381
液体,1.869565
异地,2.173913
阴历,1.913043
鹰爪,2.043478
优秀,3.130435
友情,2.913043
幼龄,2.782609
宇宙,2.521739
浴衣,1.565217
遭殃,3.304348
眨眼,1.695652
镇长,1.695652
知足,3.347826
质料,2.714286
终点,2.391304
装备,2.0
族谱,1.73913
钻头,1.521739
作战,2.73913
做主,2.782609
暗藏,3.590909
百货,2.521739
颁发,2.73913
暴光,2.909091
蝙蝠,1.521739
标竿,2.782609
层次,2.956522
查明,2.869565
差事,3.043478
掣肘,3.684211
充公,3.045455
愁苦,3.217391
刺刀,1.304348
错怪,2.869565
答谢,2.652174
弹头,2.086957
得力,3.227273
电镀,2.090909
订单,2.0
动人,3.73913
冻肉,1.652174
对于,3.772727
顿悟,3.636364
烦躁,2.826087
访问,2.26087
纷争,2.565217
粉嫩,2.782609
份量,2.695652
封锁,2.956522
高明,3.130435
弓箭,1.391304
归途,3.043478
寒酸,3.217391
旱灾,2.0
和声,3.304348
后辈,2.086957
话语,2.695652
回想,3.136364
活动,2.454545
活该,3.454545
剧场,2.130435
开门,1.608696
开心,2.608696
口气,3.090909
蜡烛,1.304348
练功,2.478261
量杯,1.681818
列入,3.304348
邻国,2.304348
流浪,2.73913
麻辣,2.391304
麻脸,2.380952
麻醉,2.363636
马力,2.826087
馒头,1.130435
蔓延,3.681818
每当,3.772727
拍摄,2.045455
骗局,2.608696
瓢虫,1.26087
祈祷,3.173913
祈求,3.521739
骑士,1.956522
旗杆,1.304348
弃子,3.285714
千米,1.913043
桥牌,1.826087
清兵,2.0
情况,3.347826
晴朗,2.347826
驱散,3.130435
曲调,2.565217
全民,2.043478
热情,3.0
如意,3.347826
弱势,2.608696
伤心,2.956522
赏金,1.956522
神圣,3.869565
生态,3.130435
实干,3.095238
授权,3.047619
属下,2.304348
水门,2.888889
水准,3.5
摊位,1.826087
痛骂,2.695652
屯兵,2.761905
未来,3.636364
文官,2.26087
闲人,2.636364
贤淑,3.521739
销售,2.086957
斜坡,1.782609
星象,2.904762
兴致,3.391304
胸部,1.652174
休眠,2.434783
学位,1.826087
烟民,1.695652
妖术,3.826087
义务,3.521739
引言,2.695652
应该,3.428571
遇见,2.652174
遇难,2.478261
造化,4.086957
炸弹,1.409091
展开,3.090909
战乱,2.347826
长相,2.478261
招牌,2.478261
珍藏,2.869565
整合,3.318182
正名,3.227273
汁液,1.913043
枝节,2.6
值日,2.304348
制服,1.608696
忠告,3.272727
重播,2.217391
重金,2.826087
主脑,2.952381
桌布,1.130435
安排,2.913043
斑马,1.304348
办公,2.652174
保护,3.086957
保障,3.571429
背光,2.666667
博览,3.304348
出狱,1.954545
出浴,1.869565
船长,1.347826
闯进,3.217391
辞退,2.26087
贷款,1.826087
当众,2.913043
倒立,1.869565
舵手,1.434783
发令,2.521739
饭盒,1.130435
飞驰,3.130435
吩咐,2.73913
粉碎,2.478261
封地,2.52381
疯狗,2.086957
父老,2.130435
赋诗,2.608696
盖章,1.695652
敢于,3.565217
感冒,1.565217
感染,2.347826
港口,1.434783
歌颂,3.130435
供词,2.304348
龟缩,3.5
好胜,3.391304
合法,2.652174
核实,2.869565
黑洞,2.608696
虹膜,2.363636
湖畔,1.608696
糊涂,3.363636
换人,2.304348
恍如,4.045455
回路,3.0
火炬,1.304348
饥荒,2.130435
基准,2.913043
集中,2.913043
伎俩,3.391304
佳丽,2.913043
建设,2.565217
剑客,1.869565
脚步,1.73913
叫卖,2.347826
接近,2.695652
精彩,3.086957
楷模,2.652174
砍伐,2.043478
看待,3.086957
刻画,2.608696
恐怖,3.695652
拉面,1.304348
蓝本,2.954545
牢固,3.130435
冷笑,2.571429
冷战,3.0
离别,2.478261
礼金,1.521739
例行,3.173913
秘诀,2.727273
描述,3.136364
牧童,1.391304
牧羊,1.478261
浓烟,1.608696
炮轰,2.454545
琵琶,1.347826
齐整,2.909091
起誓,3.090909
浅黄,2.045455
求助,2.782609
任务,2.363636
荣耀,3.26087
沙滩,1.227273
晌午,2.26087
水井,1.086957
搜身,2.217391
夙敌,3.238095
唆使,3.478261
所在,2.904762
台上,1.956522
贪欲,3.5
叹气,2.227273
腾空,3.130435
贴切,3.272727
偷渡,2.086957
颓废,3.565217
退隐,3.136364
外交,2.478261
外科,2.173913
五行,3.086957
馅饼,1.409091
效率,3.130435
写作,2.130435
休想,3.47619
修甲,1.782609
选项,2.545455
宴会,1.521739
验证,2.73913
秧苗,1.391304
仰望,2.818182
夜色,2.434783
已婚,1.73913
愠怒,3.434783
增进,3.227273
这种,3.45
蔗糖,1.26087
桎梏,3.5
瞩目,3.478261
驻扎,2.73913
祝贺,2.652174
专用,2.782609
撞车,1.782609
锥形,1.826087
字迹,1.826087
爱好,2.884615
凹凸,2.538462
斑鸠,1.461538
悲伤,2.923077
背负,3.695652
笨拙,3.076923
宾馆,1.538462
补考,2.115385
哺乳,1.769231
裁剪,2.04
采摘,1.923077
出版,2.653846
出去,2.538462
初衷,3.92
雏鸟,1.653846
捶背,1.5
纯情,3.923077
翠玉,2.16
打蜡,2.041667
蛋壳,1.384615
瞪视,2.6
吊销,2.692308
定论,3.416667
独居,2.038462
队长,2.038462
发誓,3.346154
废物,3.291667
风纪,3.904762
干柴,1.875
隔绝,3.692308
公事,2.807692
巩固,3.5
够用,3.416667
谷物,1.961538
骨科,1.846154
光彩,3.52
广告,2.923077
聒噪,3.521739
害怕,3.307692
行乞,2.461538
后备,3.454545
互助,2.961538
缓冲,3.32
唤醒,2.833333
羁留,3.47619
极端,3.884615
尖峰,3.125
降服,3.538462
郊外,2.423077
焦点,3.269231
街头,2.153846
静脉,2.0
就绪,3.416667
举世,3.75
考古,2.346154
拷问,2.88
快速,3.076923
狂妄,3.730769
狼藉,3.52
类别,3.08
恋爱,3.269231
锣鼓,1.346154
麻油,1.230769
莽撞,3.115385
名气,3.44
目录,2.076923
目送,3.0
沐浴,1.807692
内疚,3.615385
内战,2.8
牌九,2.347826
膀胱,1.346154
齐声,3.0
强暴,2.64
强调,3.44
抢劫,1.961538
青年,2.153846
软垫,1.884615
尚武,3.142857
少数,2.769231
射击,1.884615
失血,2.307692
时势,4.0
诉苦,2.884615
所谓,4.181818
锁匠,1.653846
体检,2.307692
替身,2.384615
调解,3.0
停止,2.2
投诉,2.884615
完蛋,3.75
旺盛,3.461538
违抗,3.153846
伪善,3.692308
误差,3.12
夕照,2.952381
西医,1.923077
线圈,2.307692
宪兵,1.923077
献身,3.333333
写实,3.115385
心跳,1.961538
心仪,3.846154
宣扬,3.48
衍变,4.28
椅子,1.230769
永世,3.956522
优待,3.576923
油墨,1.807692
元老,2.538462
早操,1.846154
蚱蜢,1.36
摘录,2.692308
辗转,3.846154
湛蓝,2.708333
招待,2.653846
制止,2.44
中国,1.615385
专一,3.153846
壮观,3.576923
卓越,3.730769
自己,1.846154
昨天,2.076923
暗喻,4.36
毙命,2.538462
材料,2.583333
菜刀,1.230769
糙米,1.461538
差距,3.538462
馋嘴,3.0
迟到,2.346154
垂涎,3.576923
刺绣,1.769231
带路,2.391304
待业,2.653846
德国,1.538462
订金,2.576923
冬菇,1.307692
段落,2.807692
队员,2.115385
法国,1.5
仿古,3.115385
纺织,2.12
费时,3.4
风化,3.666667
风能,2.72
凤梨,1.5
浮夸,4.153846
概括,4.0
稿费,1.730769
功效,3.153846
估计,3.8
鼓励,3.307692
光线,2.461538
归依,3.96
过分,3.576923
号召,3.615385
河马,1.423077
候补,2.961538
怀念,3.923077
缓和,3.615385
火星,1.72
饥饿,2.653846
积木,1.653846
集邮,1.88
焦土,2.521739
脚印,1.615385
境外,2.923077
局势,3.692308
聚积,3.347826
课堂,1.884615
控诉,3.038462
狂热,4.0
傀儡,3.076923
了得,4.043478
廉洁,3.115385
脸孔,2.115385
零售,2.269231
陆战,2.4
律师,1.653846
埋没,3.44
闹钟,1.269231
泥土,1.307692
逆境,3.884615
牛奶,1.307692
牛棚,1.307692
蹒跚,3.576923
泡影,3.961538
炮仗,1.88
剖析,3.92
谱写,3.346154
轻易,3.6
倾向,4.08
全部,3.16
泉眼,1.846154
热身,2.884615
忍受,3.653846
容纳,3.56
赛事,2.269231
舌头,1.307692
尸骸,1.615385
失实,3.708333
施工,2.538462
石膏,1.576923
时机,3.96
实用,3.615385
手掌,1.346154
水货,3.041667
水域,2.692308
私奔,3.24
斯文,3.769231
随从,3.0
锁定,3.44
甜品,2.038462
跳跃,2.692308
通风,2.791667
头胎,2.28
无限,4.230769
五百,1.708333
洗手,1.5
下跌,2.884615
相遇,3.153846
香槟,1.423077
襄助,3.761905
谐音,3.153846
嗅觉,2.307692
学生,1.615385
押运,2.76
以前,3.576923
因果,4.115385
音乐,2.230769
营运,3.538462
硬拼,3.458333
庸碌,3.884615
犹豫,3.92
渊源,4.153846
砸碎,2.375
摘取,2.6
蟑螂,1.307692
长进,3.76
忠心,3.846154
种子,1.92
祝寿,2.692308
转变,3.653846
捉奸,2.68
作曲,2.076923
哀伤,3.0
安危,3.375
败北,2.608696
邦交,2.85
棒球,1.166667
保存,2.333333
抱负,3.458333
碧绿,2.375
壁画,1.333333
不快,2.913043
不能,1.913043
布匹,1.5
参数,2.875
车票,1.25
炽热,3.208333
打印,1.708333
道谢,2.166667
等同,2.782609
点头,1.5
电疗,2.291667
都行,3.238095
对角,2.583333
多谢,2.291667
恶化,2.833333
飞逝,4.043478
分居,1.875
肤色,1.625
附近,2.958333
富有,2.791667
岗位,1.875
歌剧,1.666667
各人,2.75
沟通,2.791667
海沟,2.291667
海水,1.416667
黑豹,1.375
红娘,2.083333
宏伟,3.565217
蝴蝶,1.125
幻灯,2.304348
汇款,1.416667
活力,3.291667
基金,1.791667
既定,3.545455
荚果,2.181818
假想,3.782609
驾照,1.166667
轿夫,1.541667
教授,1.458333
接纳,3.041667
境地,3.666667
坑洞,2.227273
宽限,3.333333
懒惰,2.916667
良知,3.458333
邻座,1.875
另外,3.227273
录像,1.583333
满足,3.375
冒失,3.5
每逢,3.208333
弥撒,3.2
勉励,3.625
名人,2.0
目击,1.916667
牧场,1.416667
评审,2.625
破例,2.695652
谦虚,2.916667
强权,3.25
确认,2.5
乳猪,1.25
丧失,3.0
砂砾,1.826087
傻笑,2.0
伤害,2.958333
神殿,2.708333
食宿,1.916667
视力,1.625
适应,3.083333
室温,2.208333
书展,1.541667
述职,2.916667
水桶,1.166667
搜寻,2.625
谈论,2.958333
疼痛,2.375
天坛,2.208333
停战,2.375
通信,2.541667
途径,3.541667
吐血,1.875
驼峰,1.625
瓦砾,1.791667
晚报,1.625
晚年,2.875
王牌,2.833333
闻讯,2.954545
西岸,2.26087
先祖,2.5
掀起,2.545455
相信,2.75
写意,4.083333
欣慰,3.458333
形态,3.291667
凶险,3.333333
穴位,2.041667
血癌,1.75
颜料,1.666667
要闻,2.416667
以便,3.47619
艺人,1.791667
引荐,2.791667
冤家,3.041667
月台,1.73913
展出,2.291667
肇事,2.708333
正负,2.75
直译,2.391304
钟声,1.541667
周转,3.208333
走读,2.478261
左手,1.125
做梦,2.541667
白饭,1.708333
抱歉,2.791667
本领,3.0
鼻涕,1.208333
辨认,2.916667
菠菜,1.041667
不够,3.681818
参见,3.0
残杀,2.782609
拆解,3.0
成果,2.791667
斥责,2.916667
酬劳,1.958333
除夕,1.333333
词典,1.291667
当代,2.695652
党羽,3.083333
电梯,1.375
凋谢,2.833333
懂事,3.291667
动荡,3.458333
耳鸣,2.041667
分贝,2.416667
服侍,2.913043
复原,3.086957
构思,4.083333
顾问,2.375
龟裂,2.636364
还击,2.869565
和好,2.75
后母,1.5
坏账,2.086957
黄昏,1.916667
际遇,3.826087
见证,3.0
健身,1.666667
进食,1.791667
禁忌,2.791667
惊人,3.347826
狙击,2.5
居心,3.73913
抉择,3.375
开市,3.130435
刊载,2.545455
恐慌,3.25
乐器,1.869565
黎明,2.217391
里边,2.458333
理财,2.583333
弥留,3.291667
棉花,1.166667
默许,2.869565
浓厚,3.636364
偶数,2.083333
叛徒,2.166667
配戴,2.333333
配偶,1.333333
屏息,2.73913
破产,2.375
齐全,2.782609
契合,3.583333
枪手,2.0
悄悄,3.478261
桥墩,1.375
切实,3.636364
囚车,1.583333
囚犯,1.333333
球技,3.173913
全场,2.347826
群体,2.826087
善终,3.454545
生路,3.541667
声母,2.043478
牲畜,1.869565
失声,2.541667
失业,1.75
实况,2.625
似乎,3.8
事业,3.130435
侍候,2.625
誓死,3.583333
鼠辈,3.458333
数值,2.375
水分,2.416667
水印,1.75
睡觉,1.25
顺应,3.25
酥软,3.166667
塔尖,1.958333
袒露,3.086957
调皮,3.130435
尾巴,1.652174
无法,3.333333
无聊,3.416667
无疑,3.454545
吓人,3.208333
先机,3.869565
显影,3.545455
谢幕,2.347826
渲染,3.791667
依赖,3.291667
艺术,3.416667
异常,3.75
意外,3.208333
勇气,3.608696
友爱,3.25
有趣,3.291667
右倾,3.090909
元帅,1.416667
园艺,2.541667
绽放,3.0
招供,2.75
照旧,2.818182
支票,1.333333
枝叶,1.25
知识,3.208333
执笔,2.125
植树,1.541667
致敏,3.388889
中层,3.217391
主张,3.208333
纵火,2.083333
作业,1.75
癌症,2.346154
案头,2.521739
报酬,2.038462
伯父,1.230769
博彩,2.384615
步骤,2.884615
采掘,2.346154
测定,2.692308
差劲,2.769231
车手,2.038462
称呼,2.2
痴情,3.0
充饥,2.307692
充塞,3.083333
出路,2.961538
次日,1.730769
磋商,3.038462
挫败,2.692308
得奖,1.769231
动力,3.038462
读者,1.615385
对流,3.75
发掘,2.615385
法术,3.8
繁忙,2.730769
防水,2.0
废话,2.375
辅助,3.076923
高台,2.416667
故乡,2.038462
光头,1.269231
海盗,1.461538
海关,1.730769
好友,1.730769
患病,2.269231
会议,1.884615
慧眼,3.692308
伙食,2.115385
肌肉,1.4
基础,3.24
汲取,3.461538
佳肴,2.192308
艰难,3.076923
监测,2.538462
交涉,3.076923
郊区,1.884615
结晶,2.115385
结束,2.307692
金库,1.769231
尽责,3.0
精灵,3.153846
拘捕,2.153846
句法,3.347826
聚赌,2.0
决策,2.692308
咖啡,1.192308
开采,2.115385
可恶,3.076923
空闲,2.884615
口腔,1.346154
酷似,3.64
拉链,1.269231
腊月,1.692308
劳累,2.538462
了结,2.923077
立正,1.5
流星,1.615385
履历,2.538462
密码,1.884615
棉被,1.153846
面值,2.5
难道,4.043478
牛油,1.36
牌照,1.5
配搭,3.076923
匹配,3.192308
栖息,3.0
切入,3.461538
清净,2.961538
取代,2.769231
燃料,1.653846
肉眼,2.12
乳牛,1.576923
珊瑚,1.538462
上升,2.961538
身价,3.153846
事情,3.038462
适合,3.25
双打,2.52
丝毫,3.833333
坦克,1.230769
梯田,1.423077
体裁,3.272727
体罚,1.961538
湍流,3.192308
拓荒,2.92
巍峨,3.653846
瘟疫,2.423077
下次,2.88
相等,2.846154
邂逅,3.269231
心头,3.384615
性急,3.346154
巡逻,2.0
雅致,3.346154
严惩,2.8
言行,2.653846
砚台,1.230769
洋服,2.076923
要点,3.08
饮食,2.076923
英姿,3.192308
佣工,2.115385
右边,1.653846
原稿,1.730769
约见,2.692308
仔细,2.96
再会,3.0
缜密,3.461538
镇痛,2.961538
仲夏,2.56
主厨,1.346154
组织,2.807692
熬夜,2.0
霸权,2.961538
保证,3.4
奔跑,1.615385
变革,3.192308
猜想,3.346154
参谋,3.230769
操心,3.192308
策略,3.384615
城池,2.346154
池水,1.692308
出线,3.04
春药,1.807692
代号,2.615385
单位,2.115385
第一,1.846154
碟子,1.346154
恩人,1.884615
发财,2.44
翻新,2.769231
泛指,4.208333
风扇,1.192308
夫人,1.346154
干扰,3.269231
工资,1.692308
官差,2.269231
光荣,3.307692
滚轮,1.846154
汉朝,1.769231
喝彩,2.653846
花市,1.807692
花园,1.461538
豁免,3.24
嫉妒,3.153846
夹心,2.84
甲组,2.869565
架设,3.24
间接,3.423077
减轻,3.0
奖励,2.653846
剿灭,2.4
结伴,2.230769
经历,3.2
矩阵,2.576923
锯齿,1.807692
科目,2.346154
恪守,3.653846
宽阔,3.0
困难,3.269231
邋遢,2.653846
厉害,3.384615
立足,3.346154
两地,2.708333
亮丽,3.5
猎奇,3.56
裂开,2.346154
领受,3.24
孪生,2.038462
乱世,3.28
麻绳,1.461538
庙宇,2.153846
谬误,3.32
南极,1.692308
内定,3.041667
农药,1.653846
脓疮,2.038462
牵强,3.538462
取悦,3.346154
染缸,2.24
锐利,2.961538
山洪,1.692308
扇动,3.115385
上宾,2.458333
上任,2.653846
社会,3.230769
申报,2.8
收兵,2.521739
收成,2.307692
首领,1.769231
首演,2.346154
输送,2.730769
厮杀,2.68
台风,1.538462
探讨,3.076923
停职,2.16
同窗,2.192308
团结,3.076923
退缩,3.076923
玩耍,2.538462
围观,2.423077
吻合,3.192308
午饭,1.5
稀有,3.269231
习俗,2.884615
下流,3.16
宪法,2.0
信封,1.346154
厌食,2.52
艳照,2.076923
移动,2.64
以来,4.125
椅背,1.884615
艺妓,1.846154
引渡,3.0
盈余,3.04
涌动,3.461538
有利,3.038462
羽翼,2.576923
玉器,1.538462
预见,3.576923
战争,2.192308
站立,1.68
长期,3.230769
珍视,3.416667
致函,2.791667
终生,2.807692
转折,3.384615
装修,1.807692
捉弄,2.923077
姿势,2.615385
综合,3.8
走狗,2.32
最好,3.384615
爱护,2.896552
安装,1.827586
盎然,4.037037
拔河,1.310345
板凳,1.137931
保佑,3.689655
暴君,2.448276
悖论,3.481481
比赛,2.25
笔迹,2.0
秉公,3.413793
饼干,1.413793
刹车,1.862069
常规,3.535714
绰号,2.75
超人,2.892857
乘数,2.76
惩罚,2.896552
楚歌,3.518519
处长,2.068966
村民,1.448276
打牌,1.724138
袋鼠,1.172414
倒霉,3.357143
电波,3.0
定神,3.846154
对内,3.392857
放射,3.482759
飞天,3.576923
肺癌,1.551724
丰富,4.0
风力,2.448276
封建,3.714286
否决,2.5
服从,2.793103
干冰,1.448276
骨折,1.62069
馆长,1.785714
广泛,3.964286
行贿,2.296296
航路,2.0
豪迈,3.518519
狠毒,3.310345
后脑,1.586207
华贵,3.571429
机遇,3.461538
假期,2.0
巨额,3.0
空缺,3.107143
利润,2.448276
两手,2.275862
嘹亮,2.931034
玲珑,3.857143
轮廓,2.517241
脉搏,1.965517
媚俗,3.461538
门面,2.413793
蜜糖,1.931034
敏锐,3.310345
明快,3.535714
目前,3.037037
那么,4.166667
纳米,2.241379
品味,3.678571
平安,2.931034
奇幻,4.241379
千古,3.884615
迁出,2.62069
强壮,2.448276
敲击,1.931034
清朝,1.689655
球衣,1.310345
热潮,3.821429
热浪,3.172414
软弱,3.344828
杀戮,2.464286
删除,2.413793
伤寒,2.655172
逝世,1.758621
释怀,3.62069
耸立,3.321429
诉讼,2.035714
剔除,2.724138
蹄子,1.642857
天堂,3.821429
调动,2.896552
同等,3.241379
痛心,3.25
荼毒,3.740741
外患,3.275862
惋惜,3.62069
王后,1.793103
斡旋,3.8
下令,2.607143
嫌隙,3.413793
相机,1.275862
新闻,2.0
醒悟,3.275862
休闲,3.068966
修炼,4.035714
血汗,3.25
严肃,3.344828
页码,1.821429
异味,2.310345
毅力,3.413793
油压,2.464286
愚蠢,3.448276
造诣,3.62069
斟酌,3.888889
争端,3.310345
蒸汽,2.137931
正中,2.888889
之间,3.346154
直角,1.965517
直接,3.068966
至友,2.551724
治本,3.62069
重任,3.206897
追踪,2.793103
自满,3.607143
自我,3.464286
族群,2.5
组合,2.714286
座谈,2.142857
比分,2.62069
笔记,1.896552
笔试,1.827586
便利,3.25
补品,2.586207
常人,2.896552
场面,3.0
车窗,1.37931
诚实,3.344828
出卖,3.517241
出奇,4.0
炊具,1.62069
次序,2.793103
道理,3.785714
颠覆,3.888889
反对,3.034483
反方,2.586207
分化,3.428571
坟地,1.655172
丰收,2.793103
俸禄,2.413793
福利,3.103448
附录,2.275862
港币,1.37931
格言,2.785714
功力,3.538462
固定,2.892857
关怀,3.310345
光明,2.931034
光学,2.607143
国语,1.931034
过世,1.928571
还魂,3.807692
喊叫,2.517241
行事,3.214286
很多,3.615385
胡椒,1.448276
花卉,1.689655
花瓶,1.448276
回升,3.642857
回头,2.482759
会意,3.655172
活埋,2.0
机缘,3.821429
缉拿,2.448276
绩效,2.827586
尖酸,4.111111
讲解,2.758621
郊游,2.0
节省,3.148148
近视,2.035714
禁止,2.642857
惊喜,3.137931
惧怕,3.275862
开工,2.413793
矿坑,2.034483
愧疚,4.0
郎中,2.0
肋骨,1.724138
泪腺,1.857143
利害,4.035714
廉价,3.586207
敛财,3.035714
凉鞋,1.586207
劣势,3.689655
灵巧,3.827586
留意,3.607143
路边,2.103448
冒充,3.5
冒烟,2.034483
莫非,4.083333
暮色,2.689655
年轻,3.0
年长,2.758621
佩戴,2.482759
砒霜,1.689655
片面,3.928571
普及,3.724138
奇景,3.259259
浅见,3.785714
枪械,1.655172
上古,3.740741
设备,2.178571
社交,3.275862
势力,3.827586
水仙,2.103448
缩水,3.206897
提高,3.482759
提示,3.068966
体能,2.655172
同龄,2.482759
土匪,1.965517
退化,3.678571
外籍,2.285714
玩笑,3.206897
桅杆,2.464286
无益,3.884615
悟性,3.862069
项目,2.724138
雄风,3.928571
修身,3.37931
宿愿,3.888889
烟草,1.793103
杨柳,1.517241
仪表,2.586207
银行,1.448276
远见,3.793103
杂费,2.928571
憎恨,3.642857
赠送,2.655172
粘土,1.931034
长途,3.142857
真心,3.586207
正义,3.344828
正值,3.0
值班,2.310345
指望,3.821429
中药,1.758621
住宿,2.137931
注意,3.517241
追逐,3.071429
子爵,2.769231
作文,2.0
板斧,1.625
保安,1.625
变量,3.708333
秉性,3.681818
部下,2.130435
财政,2.416667
藏书,2.26087
察觉,3.25
岔开,2.782609
拆除,1.875
徜徉,3.857143
撤销,2.375
晨曦,2.5
尺寸,2.25
抽烟,1.375
臭味,2.333333
处刑,2.521739
春雨,2.083333
打更,2.208333
怠慢,3.434783
单独,2.304348
单调,3.304348
得罪,2.791667
地痞,1.875
弟子,1.791667
递增,2.666667
短路,3.0
断定,2.5
发呆,2.25
饭桶,2.304348
封号,2.869565
告诉,2.75
拱门,1.909091
谷底,2.565217
顾忌,3.208333
乖戾,3.875
观点,3.208333
归西,2.826087
果敢,2.625
海洋,1.416667
毫发,2.958333
后面,2.166667
黄泉,3.541667
机会,3.0
吉日,2.958333
见习,2.958333
交易,2.25
狡辩,2.75
劫持,2.083333
劫狱,1.958333
惊险,2.958333
绝版,2.125
卡车,1.208333
恳求,3.043478
空虚,3.666667
捆绑,2.041667
朗诵,2.041667
理由,2.916667
立方,2.782609
利益,3.333333
列车,1.333333
瞒骗,3.125
冒牌,2.863636
玫瑰,1.25
门楣,2.863636
面具,2.086957
抹布,1.5
囊括,3.434783
闹剧,2.958333
溺水,2.0
努力,2.833333
螃蟹,1.083333
泡饭,1.458333
启动,2.833333
起居,2.5
汽车,1.291667
强硬,3.0
瞧见,2.791667
清单,2.5
清晰,2.916667
闰年,2.041667
升任,2.826087
绳索,1.583333
世交,2.791667
视觉,2.347826
兽医,1.375
水管,1.083333
塌陷,2.125
特异,3.652174
图书,1.625
违法,2.708333
喂养,2.333333
温和,2.958333
午休,1.833333
误杀,2.608696
习武,2.0
席地,3.083333
卸任,2.708333
心事,3.391304
修养,3.25
许多,2.75
悬赏,2.458333
雅观,3.272727
眼镜,1.25
演技,3.0
阳寿,2.708333
药检,2.5
益处,3.166667
鸳鸯,2.0
月亮,1.375
阅历,3.0
运作,3.217391
灶台,1.583333
掌纹,1.583333
珍奇,3.347826
诊治,2.333333
阵容,2.565217
正直,2.5
直觉,3.375
专制,3.217391
转播,2.541667
自尽,2.304348
总之,3.409091
纵容,2.833333
按铃,1.782609
薄弱,3.291667
本性,3.833333
飙升,2.875
不满,2.913043
才华,3.083333
册封,3.304348
搀扶,2.333333
肠胃,1.5
朝气,3.208333
打鼓,1.625
单车,1.375
低能,3.083333
低下,2.958333
敌军,2.083333
惦念,3.5
毒计,3.125
繁琐,3.291667
方便,2.958333
访华,2.083333
分寸,3.041667
风铃,1.416667
风靡,3.434783
风沙,1.875
夫妇,1.583333
父亲,1.333333
付出,2.913043
附和,3.5
富足,2.791667
膏药,1.625
功臣,2.5
供电,2.125
关注,2.833333
