Word,Conc
弊病,3.527778
博士,1.944444
餐厅,1.277778
残留,3.166667
耻辱,3.333333
抽血,1.5
惆怅,4.194444
筹款,2.222222
出院,1.722222
触电,1.861111
从前,3.277778
打手,2.205882
单纯,3.527778
登报,1.771429
掉头,1.909091
顶住,2.969697
丢弃,2.611111
督促,3.138889
笃定,3.5
儿歌,1.722222
发芽,1.939394
放宽,3.085714
飞弹,2.235294
菲薄,3.971429
分外,4.060606
风景,2.228571
服饰,1.75
驸马,1.805556
干燥,2.722222
钢琴,1.194444
跟进,3.333333
篝火,1.638889
古老,3.361111
股息,2.6875
光耀,3.794118
棍棒,1.611111
好久,3.888889
河床,2.371429
贺礼,2.111111
黑发,1.472222
红尘,4.176471
红叶,1.514286
鸿沟,3.771429
怀抱,2.441176
惶恐,3.805556
毁约,2.583333
浇灌,2.171429
矫正,2.777778
结果,2.888889
近亲,2.361111
敬酒,2.027778
拘束,3.571429
局长,1.742857
句子,2.027778
倦怠,3.583333
空想,3.888889
控告,2.555556
口试,2.305556
乐天,3.764706
类似,3.647059
流氓,2.222222
漏斗,1.638889
陆军,1.6
冒险,3.25
眉目,2.444444
末代,3.0
内阁,2.515152
逆流,2.885714
诺言,3.5
趴下,1.777778
庞大,3.057143
旁边,2.529412
刨冰,1.833333
破财,2.944444
绮丽,3.833333
窃听,2.222222
燃烧,2.057143
认识,2.972222
若干,3.794118
色情,2.685714
霎时,3.411765
胜负,2.470588
石灰,1.416667
示意,3.114286
收条,1.742857
手肘,1.444444
首航,2.333333
输入,2.361111
水压,2.222222
索引,2.527778
太极,2.527778
唐突,3.611111
条件,3.028571
统计,2.666667
土气,3.485714
婉拒,3.361111
袭击,2.514286
下棋,1.571429
现身,2.628571
效用,3.228571
醒目,3.111111
性感,3.361111
丫头,2.2
押送,2.485714
炎夏,2.444444
钥匙,1.166667
忧虑,3.666667
游泳,1.527778
远航,2.857143
云海,2.888889
澡堂,1.361111
长处,2.972222
着火,1.805556
真迹,2.638889
郑重,3.428571
之际,4.03125
知己,3.111111
质疑,3.342857
中医,1.722222
注册,2.416667
哀痛,2.966667
白色,1.633333
背弃,3.172414
本校,1.933333
笨蛋,2.6
壁虎,1.4
变化,3.62069
别称,3.0
波纹,2.8
草地,1.3
畅销,3.1
成亲,1.966667
驰骋,3.2
充分,3.733333
崇拜,3.933333
初赛,2.233333
传颂,3.466667
船主,1.566667
垂柳,1.6
辞典,1.666667
错觉,3.766667
打量,3.233333
大义,3.933333
担忧,3.3
岛屿,1.3
地位,3.6
弟兄,1.866667
东方,2.551724
董事,2.107143
法案,2.366667
分母,2.3
愤慨,3.233333
芙蓉,2.2
概念,4.1
甘心,3.9
刚毅,3.5
古堡,1.466667
骨气,3.933333
含义,4.0
好像,4.214286
合唱,1.8
恒星,1.7
互补,3.633333
回赠,2.866667
昏倒,1.866667
火车,1.133333
记录,2.533333
间断,3.551724
碱性,2.466667
交配,2.137931
教徒,1.9
井底,2.033333
居留,2.964286
拒捕,2.133333
空心,2.678571
里头,3.357143
浏览,2.566667
掳掠,2.933333
露天,2.0
履带,2.178571
率领,3.137931
蜜月,2.766667
名医,2.033333
内衣,1.366667
孽障,3.633333
泡沫,2.517241
凭据,2.466667
漆黑,2.366667
情侣,1.466667
让位,2.9
日本,1.2
冗员,3.178571
乳酪,1.366667
山沟,1.633333
闪亮,3.1
讪笑,2.896552
绅士,2.344828
生意,2.533333
失去,3.4
师傅,1.9
市场,2.866667
顺利,3.4
司法,2.793103
寺院,1.6
送行,2.433333
提拔,3.0
天文,2.333333
听命,3.241379
投身,3.517241
秃头,1.37931
驼背,1.333333
王法,3.1
文武,2.965517
问卷,1.633333
窝藏,3.166667
屋顶,1.4
无边,4.266667
献花,2.241379
小说,1.866667
鞋子,1.266667
写生,2.766667
薪水,1.8
幸会,3.566667
绣花,1.866667
询问,2.533333
依旧,3.833333
已经,3.833333
因此,3.689655
硬汉,2.4
邮票,1.366667
寓言,3.206897
原作,2.2
月薪,1.733333
杂念,3.833333
再婚,1.933333
在逃,2.733333
榨取,3.310345
崭新,2.9
正轨,3.448276
至今,3.433333
仲裁,2.7
烛光,1.833333
住址,1.733333
总务,3.275862
薄荷,1.766667
本质,3.766667
笔名,1.9
并用,3.333333
不安,3.533333
不法,3.517241
不均,3.766667
采取,3.366667
操作,2.6
潮汐,1.866667
成见,3.466667
穿透,3.1
簇拥,2.933333
存在,3.333333
代劳,3.1
代替,2.9
带走,2.366667
导师,1.4
祷告,2.966667
等候,2.733333
掉包,2.392857
谍报,2.466667
钉鞋,1.724138
短跑,1.5
多事,3.862069
发功,3.785714
发音,2.633333
反悔,3.266667
返航,2.2
饭菜,1.7
范本,2.3
房东,1.366667
焚化,2.3
蜂鸟,1.366667
奉劝,3.266667
付钱,1.766667
鼓声,1.833333
故事,2.6
广博,3.965517
海浪,1.533333
好评,2.633333
患难,3.3
浑浊,3.233333
甲等,3.137931
饺子,1.233333
教会,1.896552
借鉴,3.344828
经理,1.933333
警告,2.9
径赛,2.034483
具备,3.833333
崛起,3.633333
苛刻,3.633333
跨越,3.166667
困惑,3.833333
罹难,3.034483
丽人,2.733333
裂缝,1.896552
灵气,4.133333
零食,1.633333
留下,2.933333
硫酸,1.433333
路牌,1.5
落入,3.233333
帽子,1.233333
没落,3.566667
面条,1.266667
民主,4.1
木材,1.566667
木屐,1.5
恼恨,3.733333
念旧,3.766667
捏造,3.62069
女友,1.6
徘徊,3.533333
配乐,2.233333
评分,2.4
屏风,1.533333
欺诈,3.033333
奇迹,4.0
敲门,1.8
侵蚀,3.206897
情感,3.7
曲率,3.074074
认领,2.766667
散心,2.7
山脊,1.6
商机,3.1
奢侈,3.466667
神似,4.310345
圣坛,2.433333
时钟,1.333333
受到,3.928571
书院,1.5
舒展,3.333333
思维,4.266667
碎石,1.689655
泰文,1.37931
探戈,1.896552
同名,2.448276
囤积,2.896552
完全,3.896552
乌鸦,1.133333
相公,1.586207
消灭,3.366667
校正,3.1
淹没,2.833333
义工,1.633333
荫凉,2.433333
音速,2.666667
饮泣,3.076923
印度,1.166667
迎战,2.7
云霄,2.333333
云游,3.5
运输,2.333333
争气,4.033333
重心,2.933333
猪脚,1.433333
转身,2.233333
转移,3.033333
撰写,2.733333
罪证,2.066667
扒手,1.583333
拜金,3.291667
班次,2.375
悲叹,3.833333
补足,3.130435
擦伤,1.708333
彩虹,1.541667
参赛,2.041667
操守,3.695652
超过,3.375
成全,3.333333
承蒙,3.958333
程序,2.541667
传统,3.458333
创新,3.708333
粗鲁,2.826087
存档,2.25
答复,2.521739
当差,2.708333
点火,1.541667
洞房,2.541667
对应,3.454545
发展,3.833333
翻转,2.478261
风光,3.416667
符号,2.375
附属,3.173913
复制,2.666667
柑橘,1.208333
共生,3.772727
孤儿,1.5
管辖,2.708333
管用,3.217391
归位,3.565217
过问,3.208333
函授,3.190476
行规,2.916667
好运,3.304348
后人,2.608696
狐狸,1.458333
话柄,3.0
怀孕,1.333333
幻觉,3.916667
皇族,2.608696
棘手,3.25
佳绩,2.875
简报,2.041667
见解,3.217391
骄横,3.416667
今天,1.833333
进步,2.916667
晋升,2.5
竞争,3.208333
矩形,1.916667
诀窍,3.5
铠甲,1.666667
浪潮,2.958333
厉鬼,3.666667
令牌,1.791667
论述,2.916667
满月,2.090909
内在,3.958333
迫害,3.130435
蒲团,2.086957
气管,1.521739
燃点,3.041667
认同,3.291667
绒布,1.625
融资,2.666667
圣徒,2.73913
失约,2.833333
世态,3.5
试图,3.708333
守约,2.708333
刷新,2.5
水箱,1.375
随后,3.625
套话,3.208333
提款,1.791667
体操,1.708333
体制,3.083333
天伦,3.75
条文,2.695652
通婚,2.708333
投降,2.25
涂抹,2.041667
网罗,4.090909
威力,3.708333
伟人,2.666667
温泉,1.541667
巫师,2.458333
蜈蚣,1.208333
物品,2.375
西餐,1.708333
西装,1.416667
希冀,3.916667
仙女,3.458333
陷害,3.25
小气,3.333333
形迹,3.375
休克,2.083333
休息,2.291667
牙医,1.333333
眼袋,1.375
羊群,1.5
阳伞,1.652174
夜校,2.125
以后,3.708333
萦绕,4.217391
悠闲,3.625
油门,1.625
云集,3.583333
赞颂,3.304348
渣滓,3.26087
丈量,2.458333
针灸,1.625
珍惜,3.833333
政策,2.227273
支架,1.833333
抓捕,2.083333
字义,2.916667
总站,2.136364
最近,3.458333
左右,2.375
把柄,2.958333
变迁,3.291667
布衣,2.208333
藏身,2.652174
策划,2.869565
铲除,3.0
阐述,3.391304
车尾,1.583333
尺度,2.958333
丑闻,3.041667
初恋,2.833333
厨房,1.416667
打骂,2.0
大牢,1.791667
大路,1.833333
低等,3.541667
电灯,1.375
动机,3.625
短处,3.333333
罚款,2.0
犯案,2.416667
绯闻,3.25
分手,2.541667
丰厚,3.875
服装,1.541667
感应,3.791667
割断,2.208333
给予,2.958333
鼓噪,3.5
归类,3.347826
贵族,2.416667
滚蛋,2.958333
果汁,1.541667
含量,3.208333
贺词,2.041667
候诊,2.166667
花展,2.041667
化身,4.041667
践踏,3.458333
金箔,1.583333
桔梗,1.666667
眷恋,4.0
开刀,2.086957
开会,1.875
牢狱,1.708333
礼物,1.956522
零件,1.869565
搂抱,2.083333
猛攻,2.875
敏感,4.083333
瞑目,3.583333
命令,2.652174
模式,3.347826
摩登,3.652174
目的,3.208333
尿布,1.458333
挪用,2.875
盘古,3.608696
旁白,2.73913
跑道,1.375
蓬松,3.375
飘零,3.826087
瓶颈,3.041667
破戒,3.5
企盼,3.708333
茄子,1.25
权柄,3.521739
溶解,2.625
蹂躏,3.625
僧人,1.416667
膳食,2.166667
商界,2.916667
商谈,3.083333
上手,3.416667
上瘾,3.625
伸冤,3.25
神灯,3.125
食物,1.956522
食欲,3.416667
书信,1.583333
枢纽,2.791667
水解,3.173913
说笑,2.583333
撕裂,2.869565
松驰,3.875
松紧,3.25
速度,3.166667
听说,3.857143
稀薄,3.708333
狭隘,4.0
吓倒,3.434783
贤良,3.583333
羡慕,4.083333
乡村,1.833333
协调,3.434783
心动,3.75
心急,3.208333
心声,3.75
刑罚,2.434783
形状,2.708333
虚惊,3.833333
学术,3.416667
雅典,2.125
要求,3.391304
遗传,3.25
音符,2.166667
银色,1.833333
幽禁,3.826087
预言,3.916667
冤枉,3.458333
员工,1.5
载客,2.208333
瘴气,2.291667
招认,3.136364
昭彰,4.285714
照明,1.958333
征婚,2.041667
政变,2.458333
只是,3.777778
职责,2.478261
指标,2.409091
庄子,1.565217
自信,3.541667
被单,1.269231
驳斥,2.884615
博客,2.0
补习,2.576923
捕头,1.961538
不才,4.0
布置,2.730769
草莓,1.115385
厕所,1.230769
茶杯,1.230769
查问,3.269231
忏悔,3.5
沉重,3.68
承保,3.875
冲浪,2.038462
充电,2.24
充满,3.28
抽查,2.884615
出马,3.769231
初次,2.538462
当中,3.291667
巅峰,3.192308
动脉,2.0
独自,2.615385
杜鹃,1.576923
多情,3.730769
反射,3.038462
返回,2.807692
沸水,1.692308
风趣,3.653846
各国,2.6
公鸡,1.192308
公立,3.230769
光速,2.5
鬼怪,3.36
果断,3.36
号外,3.44
胡桃,1.615385
护卫,2.5
涣散,3.807692
皇冠,1.807692
谎话,3.153846
悔恨,3.44
火球,2.115385
机关,2.875
机能,4.0
即时,3.28
忌讳,3.461538
继任,3.269231
佳人,2.923077
交战,2.423077
接收,2.807692
睫毛,1.230769
紧接,3.769231
经常,3.2
精算,3.44
举动,3.461538
诀别,2.884615
开方,3.272727
空间,3.538462
口号,2.4
夸张,3.769231
老公,1.423077
栗子,1.153846
灵活,3.576923
埋葬,2.28
毛利,2.84
梦遗,3.153846
秘史,3.538462
名次,2.24
母爱,3.423077
年历,2.153846
碾碎,2.538462
辟谣,3.307692
拼搏,3.461538
品行,3.807692
请帖,1.692308
全集,2.923077
柔道,1.84
奢望,4.038462
守寡,2.576923
帅气,3.230769
私心,3.576923
伺候,3.076923
所有,3.391304
坍方,2.230769
梯级,2.846154
通病,3.615385
同意,2.68
童谣,2.038462
枉然,4.083333
无比,4.391304
吸烟,1.307692
先人,2.6
显露,3.576923
显示,2.884615
限制,3.115385
想象,4.153846
象征,3.884615
消化,3.038462
邪念,4.038462
泄密,3.076923
谢罪,2.807692
新月,2.363636
性命,2.730769
旭日,2.076923
筵席,2.12
妖艳,3.384615
旖旎,3.909091
议员,1.884615
意见,3.0
引号,2.666667
永远,4.115385
游击,3.115385
娱乐,3.038462
榆树,1.230769
悦耳,3.692308
贼船,3.32
摘除,2.692308
召见,2.923077
中立,2.92
皱纹,1.538462
足金,2.2
坐标,2.730769
壁球,1.666667
差役,2.68
缠绕,3.230769
超支,3.0
称心,3.923077
迟疑,3.692308
出发,2.846154
出航,2.576923
除掉,3.4
大厅,1.346154
胆怯,3.6
动感,4.076923
遏止,3.576923
反击,3.192308
个体,2.461538
古人,2.653846
故意,3.615385
刮痧,1.807692
归纳,3.692308
国策,2.923077
果糖,1.730769
海港,1.730769
会考,2.769231
混淆,4.038462
记念,3.708333
记忆,3.538462
祭祀,2.692308
甲板,1.5
监督,3.269231
减少,3.28
娇纵,3.375
椒盐,1.538462
接受,3.0
节俭,3.115385
节制,3.615385
借口,3.576923
进驻,3.36
警犬,1.346154
捐助,2.576923
开水,1.461538
空置,2.961538
口吃,2.384615
口罩,1.307692
旷课,2.192308
烂泥,2.538462
老友,2.192308
雷暴,2.461538
淋漓,4.173913
楼梯,1.384615
论坛,2.56
逻辑,4.0
马车,1.5
买卖,3.153846
门牌,1.461538
蒙冤,3.846154
面额,2.423077
面试,2.230769
民族,2.461538
泯灭,3.916667
末世,3.956522
墓地,1.846154
难过,3.615385
难受,3.807692
年青,2.961538
女仆,1.961538
排队,2.4
判决,3.0
陪葬,2.807692
膨胀,3.807692
谦让,3.576923
嵌入,3.346154
亲自,2.64
庆典,2.653846
驱动,3.84
全能,3.576923
全心,3.923077
荣华,4.08
入味,3.576923
三维,3.4
商店,1.615385
上流,3.64
哨兵,1.576923
舍得,3.807692
肾脏,1.384615
拾取,3.307692
示众,3.076923
事实,3.44
手铐,1.346154
肃静,3.423077
算计,3.88
特权,3.64
体验,4.076923
铁蹄,2.692308
涂鸦,2.807692
屠夫,1.769231
弯曲,2.730769
为难,4.0
维护,3.36
维修,2.615385
响应,3.961538
向导,2.56
小孩,1.807692
性别,1.923077
袖口,1.692308
虚脱,3.692308
雪柜,2.347826
血战,3.32
雅兴,4.25
要害,3.291667
姨丈,1.576923
以为,4.08
隐士,2.961538
荧光,2.461538
影响,3.96
用料,3.0
淤泥,2.038462
原料,2.44
杂技,2.538462
至宝,3.6
致命,3.615385
自费,3.0
字幕,1.769231
租金,1.846154
按时,2.652174
案发,3.173913
保温,2.181818
报仇,2.521739
卑劣,3.130435
辩才,3.52381
标签,2.043478
不公,3.0
彩票,1.826087
苍白,2.956522
插手,3.136364
唱片,1.608696
朝见,3.238095
称号,3.043478
成衣,2.227273
斥资,3.043478
纯金,1.869565
刺耳,2.913043
从事,3.130435
挫折,3.636364
导致,3.636364
盗贼,1.565217
道歉,2.130435
凳子,1.304348
地价,2.521739
跌价,2.695652
逗号,1.565217
端正,3.173913
儿科,2.086957
方糖,1.869565
分身,3.347826
怪僻,3.652174
关系,3.913043
管家,2.130435
鬼节,3.086957
孩子,1.478261
海流,2.380952
寒舍,2.608696
好转,3.304348
浩劫,3.73913
后背,1.869565
灰色,2.043478
辉煌,3.391304
徽章,1.521739
击毙,2.043478
迹象,3.521739
教育,3.304348
景色,2.73913
蓝色,1.782609
历尽,4.227273
励志,3.478261
炼油,2.478261
烈酒,2.217391
榴弹,1.913043
卵生,2.434783
率直,3.478261
煤气,1.391304
每次,2.909091
梦想,4.26087
面貌,2.782609
母亲,1.304348
拿手,3.142857
内行,3.130435
平手,2.863636
评委,1.913043
凄厉,4.043478
企望,4.181818
气势,4.173913
牵涉,3.954545
谦卑,3.652174
欠款,1.869565
侨居,2.608696
窍门,3.454545
晴天,1.73913
庆功,2.565217
缺乏,3.318182
热能,3.086957
施恩,3.434783
市民,1.782609
收入,2.0
收拾,2.956522
舒畅,3.086957
熟识,3.130435
漱口,1.608696
体育,2.565217
同乡,1.956522
突然,3.652174
土坑,1.782609
亡灵,4.0
慰劳,3.304348
无端,4.0
媳妇,1.434783
仙桃,2.782609
嫌疑,3.772727
心智,3.652174
刑期,2.608696
兴建,3.217391
寻根,3.636364
迅速,3.173913
夭折,3.26087
要素,3.478261
阴极,3.545455
印刷,2.0
玉米,1.304348
预祝,3.695652
原理,3.545455
远景,3.434783
造反,3.173913
斩首,1.826087
张扬,3.391304
甄别,3.521739
征收,2.826087
狰狞,3.391304
整体,2.913043
正气,3.304348
政局,3.173913
指名,2.782609
忠诚,3.782609
住宅,1.478261
装配,2.391304
坠机,1.913043
自动,3.086957
阻滞,3.608696
作证,3.043478
案件,2.782609
包围,3.130435
宝藏,2.826087
保龄,3.47619
编剧,2.391304
表情,2.478261
表征,4.086957
差错,3.318182
持续,3.478261
憧憬,4.043478
出土,2.434783
垂危,2.869565
打拳,1.869565
逮捕,1.913043
当选,2.454545
斗牛,1.869565
读音,2.391304
度数,2.652174
断裂,2.434783
锻炼,2.608696
恩典,3.695652
耳环,1.478261
烦恼,3.782609
繁华,3.608696
繁殖,2.347826
粉丝,2.347826
丰功,3.913043
风筝,1.304348
辅音,2.608696
负债,2.26087
赴宴,2.130435
副刊,2.173913
感情,4.347826
姑娘,1.521739
怪罪,3.521739
归咎,3.652174
归隐,3.26087
国宝,2.217391
过人,3.818182
海景,2.173913
何尝,4.0
黑幕,3.26087
花样,3.772727
画集,2.086957
怀胎,2.0
缓慢,3.043478
恍惚,4.130435
挥舞,2.608696
蛔虫,1.478261
会面,2.434783
馄饨,1.478261
火葬,1.695652
颊骨,1.826087
降低,3.0
精密,3.434783
净化,3.347826
镜像,2.608696
局限,3.826087
剧毒,2.173913
聚居,2.409091
俊美,3.130435
咖喱,1.652174
阔绰,3.391304
狼狈,3.434783
老家,2.0
狸猫,1.565217
民意,3.434783
名字,1.956522
木讷,3.173913
木箱,1.391304
脑海,3.782609
黏液,2.043478
拍卖,2.227273
皮包,1.565217
毗邻,3.217391
评价,2.869565
妻妾,1.73913
气泵,1.869565
山火,1.818182
声明,2.695652
剩余,3.0
势利,3.26087
庶民,2.521739
水费,1.521739
顺手,3.043478
思考,3.869565
死敌,2.173913
缩影,3.545455
索取,3.130435
倘若,4.047619
逃课,1.913043
陶器,1.347826
提早,3.173913
推拿,2.130435
万物,3.73913
维权,3.086957
委托,3.086957
巫婆,2.434783
误解,3.181818
先例,2.590909
现场,1.913043
械斗,2.347826
刑事,2.521739
寻常,3.73913
鸦片,1.454545
艳光,3.9
羊毛,1.608696
医疗,2.391304
原来,3.826087
云梯,3.043478
运程,3.181818
运气,4.0
赞扬,3.0
脏话,2.347826
增高,2.478261
招聘,2.086957
真正,3.73913
政敌,2.869565
直径,1.782609
志愿,3.304348
种族,2.304348
助学,2.782609
子女,1.26087
挨近,2.92
隘口,2.68
扳倒,2.615385
帮派,2.115385
暴露,2.730769
便服,2.384615
表亲,2.538462
别离,3.153846
并列,3.0
播映,2.653846
耻笑,2.884615
赤道,1.884615
串连,2.884615
吹奏,2.269231
唇舌,1.5
辞别,2.730769
丛林,1.730769
但是,3.521739
蛋糕,1.346154
党员,1.615385
导言,2.615385
倒退,2.692308
稻草,1.346154
点菜,2.076923
电报,1.5
定时,2.24
反感,3.56
肥料,1.538462
丰韵,3.423077
奉献,3.44
复活,2.88
复述,2.68
肝炎,1.6
干活,2.5
阁楼,1.384615
贡献,3.346154
勾画,3.12
古文,2.0
故居,2.076923
怪异,3.807692
过失,3.32
航班,1.923077
河豚,1.192308
红心,2.52
琥珀,1.576923
话题,3.115385
火舌,3.26087
讥讽,3.461538
季节,1.961538
建立,3.2
渐进,3.48
截止,2.846154
拘谨,3.52
局外,3.769231
看见,2.48
考察,3.153846
考验,3.461538
空手,1.96
口齿,2.153846
老伴,1.615385
猎犬,1.192308
硫磺,1.230769
律诗,2.24
略去,4.0
麻药,1.576923
埋怨,3.038462
冒昧,3.44
冥府,3.416667
难得,3.8
匿名,2.56
农历,1.64
疲倦,3.115385
频率,3.115385
破解,3.4
普查,2.769231
企业,1.76
曲目,2.076923
人生,3.961538
乳齿,1.653846
删减,2.807692
上告,2.92
社论,3.173913
神父,1.923077
生效,3.269231
随机,3.384615
所长,2.04
调查,2.8
跳绳,1.269231
痛楚,3.615385
瓦解,3.307692
外语,1.88
污辱,3.291667
舞狮,1.538462
务实,3.28
狭小,3.2
小丑,2.2
孝顺,3.230769
协力,3.4
心算,2.653846
心愿,3.346154
秀才,1.807692
摇摇,3.2
遗弃,3.038462
隐居,3.038462
英国,1.115385
泳衣,1.192308
邮筒,1.346154
友好,3.461538
愿望,3.769231
月历,1.807692
韵味,4.08
再版,2.952381
闸门,1.461538
沾染,3.346154
证书,1.346154
政府,1.653846
指数,2.72
指头,1.52
指引,3.56
中餐,1.538462
主权,2.884615
著名,3.4
抓住,2.346154
作弊,2.0
爆炸,2.307692
卑鄙,3.923077
悲观,3.730769
本分,3.708333
表演,2.52
摒弃,3.56
才气,3.84
财务,2.416667
菜园,1.423077
参差,3.695652
窗户,1.346154
窗台,1.153846
床位,1.538462
催化,3.76
错过,3.653846
大奖,2.307692
稻田,1.346154
地点,2.076923
东洋,3.0
动作,2.5
陡峭,2.807692
独力,3.64
对象,2.44
额头,1.346154
发火,2.807692
发酵,3.346154
反贪,3.12
方阵,2.692308
芳龄,2.615385
肥沃,3.153846
风帆,2.269231
俯冲,2.884615
富翁,2.115385
富裕,3.32
腹泻,1.846154
高尚,4.0
高危,3.68
共处,3.166667
关联,3.6
归天,3.166667
国庆,1.846154
和服,1.692308
和解,3.346154
滑行,2.32
蝗虫,1.192308
昏迷,2.653846
活泼,3.4
获胜,2.653846
激进,3.769231
疾苦,3.538462
技巧,3.166667
家长,1.538462
兼任,3.076923
金钱,1.461538
经商,2.692308
救灾,2.384615
坎坷,4.0
骷髅,1.461538
来历,3.115385
历代,3.423077
连绵,3.615385
列表,2.44
麻痹,3.423077
马脚,2.956522
漫步,2.384615
毛病,3.2
美国,1.192308
面包,1.115385
明智,4.038462
耐性,3.692308
凝重,3.88
偶然,3.6
排行,2.72
牌匾,1.423077
攀升,3.16
盘问,2.538462
陪伴,3.038462
棚屋,1.923077
迫切,3.730769
铺张,3.76
其余,3.478261
情节,3.307692
囚禁,2.346154
取暖,2.192308
取巧,3.730769
诠释,3.884615
任性,3.64
容貌,2.461538
融化,3.269231
上位,3.76
身处,3.44
身体,1.461538
身影,2.28
生母,1.115385
声带,1.807692
省城,1.576923
首席,2.5
受益,3.538462
输赢,2.692308
熟习,3.64
爽约,3.153846
睡袋,1.230769
抬头,1.8
特等,3.041667
头盔,1.076923
唾液,1.6
忘记,3.5
文本,2.346154
香浓,3.692308
协议,2.4
信差,2.461538
野餐,1.538462
臆测,4.04
印鉴,2.807692
罂粟,1.384615
迎击,3.153846
远行,3.192308
燥热,3.0
章鱼,1.230769
镇压,3.615385
主仆,2.0
壮举,3.923077
座标,2.423077
爱犬,1.965517
白眼,2.827586
办学,2.37931
宝物,3.172414
比重,3.37037
闭关,3.321429
不忍,3.310345
掺杂,3.25
抽奖,2.034483
出击,2.448276
出门,1.724138
处方,2.344828
此时,2.655172
措施,3.206897
打败,2.413793
打扰,2.62069
蛋白,2.448276
倒影,2.321429
得手,3.275862
灯饰,1.62069
典礼,2.172414
垫底,2.793103
定义,3.428571
动物,1.827586
端详,3.482759
耳目,2.925926
发达,3.758621
妨碍,3.275862
放松,2.965517
粉笔,1.37931
粉红,2.103448
辐射,3.0
钢铁,1.724138
个案,3.0
宫女,1.655172
挂心,3.88
呵欠,2.034483
黑心,3.310345
互动,3.206897
缓步,2.655172
晃动,2.068966
货柜,1.37931
家书,1.862069
健全,3.103448
叫号,2.615385
结局,2.931034
聚会,1.931034
军令,2.0
可口,3.37931
控制,3.448276
窟窿,2.344828
昆虫,1.62069
老爷,2.517241
利落,3.241379
良善,3.5
领悟,3.896552
麦穗,1.172414
冒火,3.241379
命运,4.517241
模拟,3.827586
纳税,1.793103
牛肉,1.137931
贫穷,3.103448
潜藏,3.655172
倾斜,2.689655
情报,3.103448
去年,1.793103
认为,3.586207
日照,2.206897
肉搏,2.551724
如今,3.172414
搔痒,2.241379
善事,2.965517
烧烤,1.896552
深刻,3.931034
市井,3.517241
手紧,3.416667
售价,2.0
摔跤,1.827586
爽快,3.206897
说话,2.034483
天幕,3.56
添加,3.206897
挑拨,3.137931
条约,2.310345
通畅,2.758621
通俗,3.448276
痛哭,1.896552
兔唇,1.793103
拖拉,3.75
危楼,2.103448
物价,2.62069
戏院,1.655172
相容,3.740741
香炉,1.310345
泄气,3.448276
新鲜,3.034483
凶宅,2.724138
胸口,1.724138
朽木,2.464286
虚伪,4.103448
叙述,3.137931
雪山,1.517241
腰果,1.37931
易碎,3.0
意向,3.862069
淫乱,3.428571
樱桃,1.37931
应付,3.448276
远足,2.862069
帐幕,2.321429
沼泽,1.793103
症结,3.241379
执勤,2.103448
指责,2.827586
置身,3.5
中邪,4.068966
重病,2.551724
赚钱,2.448276
追求,3.448276
综观,3.869565
棕色,1.655172
总结,2.551724
走神,3.517241
安逸,3.689655
办案,2.310345
部分,3.413793
参展,2.413793
诧异,3.821429
娼妓,2.214286
车主,1.551724
成人,1.655172
出错,2.965517
出口,1.896552
传承,3.5
此行,3.517241
代笔,2.310345
的士,1.517241
电路,2.034483
电筒,1.482759
都市,2.413793
堆肥,2.92
敦促,3.285714
发电,2.413793
风车,1.551724
副本,2.785714
感觉,4.344828
高级,3.862069
歌迷,1.931034
购买,2.068966
乖僻,3.740741
海马,1.689655
合格,2.931034
弘扬,3.827586
后门,2.655172
华侨,1.862069
坏处,3.310345
回应,3.0
火把,1.586207
机灵,3.551724
疾病,2.448276
疾风,3.0
建造,2.724138
津贴,2.285714
劲敌,2.965517
镜头,1.896552
俊男,2.241379
刊出,2.913043
康复,2.689655
可敬,3.655172
力量,3.241379
联合,3.034483
联想,3.862069
满意,3.275862
谩骂,2.607143
眉毛,1.344828
漠视,3.793103
谋杀,2.517241
牡丹,1.482759
耐用,3.172414
南瓜,1.172414
奴隶,2.034483
旁观,3.482759
佩剑,1.931034
品茶,2.206897
品酒,2.172414
乞求,3.310345
启蒙,3.862069
契机,4.241379
前面,2.517241
襁褓,2.586207
侵略,2.827586
清酒,1.724138
散热,3.034483
森严,3.689655
舍弃,3.241379
摄入,3.241379
摄氏,2.551724
升幅,3.357143
声势,3.517241
胜仗,2.482759
世俗,3.62069
侍奉,2.928571
视线,2.758621
首级,2.551724
殊荣,3.517241
水利,2.448276
私事,3.0
宋朝,1.655172
粟米,1.428571
胎生,2.206897
推销,2.827586
晚宴,2.0
危机,3.586207
下级,2.62069
咸蛋,1.482759
祥和,3.551724
心律,2.344828
序幕,3.068966
演绎,3.310345
赝品,2.448276
侥幸,3.827586
野心,3.931034
衣服,1.551724
衣着,2.793103
医术,3.137931
樱花,1.137931
幽怨,3.827586
早餐,1.586207
责任,3.206897
招摇,3.586207
遮丑,3.275862
正式,3.37931
正月,1.758621
支付,1.862069
支流,3.172414
芝麻,1.310345
织布,1.931034
侄女,1.586207
致富,3.172414
秩序,2.896552
中介,2.428571
种类,2.857143
周全,3.482759
状况,3.862069
姿态,3.37931
组别,3.0
薄雾,2.173913
本人,1.347826
标明,2.304348
兵家,2.863636
补充,2.695652
不甘,3.391304
不久,3.454545
簿记,2.894737
擦拭,1.869565
秤砣,1.130435
初版,2.478261
雏菊,1.73913
纯真,3.695652
单打,2.173913
到达,1.956522
登台,2.173913
电器,1.956522
玷污,3.521739
豆腐,1.130435
镀金,1.956522
兑换,2.521739
恩爱,2.913043
